strategy,price_hydro [$/kWh],price_solar [$/kWh],price_wind [$/kWh],price_thermal [$/kWh],price_cogen [$/kWh],co2_hydro [kg/kWh],co2_solar [kg/kWh],co2_wind [kg/kWh],co2_thermal [kg/kWh],co2_cogen [kg/kWh],wind_capacity [kW],solar_capacity [kW],cost_conventional [$],co2_conventional [kg],co2_regression [kg]
cost_conventional,72.60000000000001,61.568999999999996,95.5185,120.0,67.0,26.400000000000002,45.1,12.100000000000001,495.0,195.3,32709.3643550706,6878199.15089974,10988908753223.047,0,0
cost_conventional,72.60000000000001,64.98949999999999,95.5185,120.0,63.65,24,45.1,11.55,495.0,217.0,32709.3643550706,6878199.15089974,11090990232517.998,0,0
co2_conventional,72.60000000000001,64.98949999999999,95.5185,120.0,63.65,24,45.1,11.55,495.0,217.0,6876021.62043189,1177445.93255438,0.0,4401269622518.986,0
co2_conventional,72.60000000000001,61.568999999999996,95.5185,120.0,67.0,26.400000000000002,45.1,12.100000000000001,495.0,195.3,6896838.59337842,1157100.66569679,0.0,4629915031106.614,0
cost_conventional,72.60000000000001,61.568999999999996,100.06700000000001,132.0,60.300000000000004,22.799999999999997,45.1,9.9,522.5,206.14999999999998,32709.3643550706,6878199.15089974,11120780813395.74,0,0
cost_conventional,62.699999999999996,75.251,86.4215,126.0,67.0,24,38.949999999999996,10.45,522.5,227.85000000000002,1906618.37750536,1697535.07786617,10177188631466.357,0,0
co2_conventional,72.60000000000001,61.568999999999996,100.06700000000001,132.0,60.300000000000004,22.799999999999997,45.1,9.9,522.5,206.14999999999998,6867577.53480931,1185698.6778407,0.0,4279722535301.825,0
co2_conventional,62.699999999999996,75.251,86.4215,126.0,67.0,24,38.949999999999996,10.45,522.5,227.85000000000002,6737781.68979705,1312553.38964554,0.0,4388443361364.491,0
cost_conventional,62.699999999999996,75.251,90.97,114.0,73.7,21.6,45.1,11.0,522.5,217.0,1261109.69121131,1896673.13174393,10150234680139.654,0,0
cost_conventional,72.60000000000001,71.8305,90.97,132.0,63.65,22.799999999999997,38.949999999999996,11.55,550.0,227.85000000000002,1865795.14487522,5684883.09695579,11342569840650.566,0,0
co2_conventional,62.699999999999996,75.251,90.97,114.0,73.7,21.6,45.1,11.0,522.5,217.0,6813951.69962196,1238109.36839356,0.0,4236648913261.873,0
co2_conventional,72.60000000000001,71.8305,90.97,132.0,63.65,22.799999999999997,38.949999999999996,11.55,550.0,227.85000000000002,6666418.83899273,1382299.18059516,0.0,4411626664455.097,0
cost_conventional,69.3,61.568999999999996,86.4215,120.0,70.35000000000001,21.6,41,9.9,577.5,227.85000000000002,1392252.44183762,6012065.30479365,10613003313594.59,0,0
cost_conventional,62.699999999999996,75.251,81.873,132.0,70.35000000000001,26.400000000000002,38.949999999999996,10.45,550.0,195.3,2355842.1131961,1617814.08240435,10144365091303.832,0,0
co2_conventional,69.3,61.568999999999996,86.4215,120.0,70.35000000000001,21.6,41,9.9,577.5,227.85000000000002,6694287.51473636,1355062.00031788,0.0,4307987190756.667,0
co2_conventional,62.699999999999996,75.251,81.873,132.0,70.35000000000001,26.400000000000002,38.949999999999996,10.45,550.0,195.3,6737781.68979706,1312553.38964554,0.0,4658050101682.445,0
cost_conventional,66.0,71.8305,90.97,120.0,70.35000000000001,24.0,45.1,11.55,522.5,238.70000000000002,1392496.19202087,2537153.48894639,10553143903847.771,0,0
cost_conventional,69.3,64.98949999999999,90.97,132.0,67.0,25.200000000000003,41.0,11.55,577.5,217.0,1558519.8307953,5897187.10888512,10834531881662.834,0,0
co2_conventional,66.0,71.8305,90.97,120.0,70.35000000000001,24.0,45.1,11.55,522.5,238.70000000000002,6830464.97001478,1221970.28353735,0.0,4486158143789.469,0
co2_conventional,69.3,64.98949999999999,90.97,132.0,67.0,25.200000000000003,41.0,11.55,577.5,217.0,6694775.31022668,1354585.25812064,0.0,4704414567708.075,0
cost_conventional,72.60000000000001,64.98949999999999,95.5185,126.0,70.35000000000001,21.6,36.9,12.100000000000001,495.0,238.70000000000002,793488.671261001,6425765.80355316,11170815064707.701,0,0
cost_conventional,66.0,61.568999999999996,81.873,108.0,73.7,21.6,45.1,10.45,522.5,217.0,1298093.97937333,6077121.68395032,10146599469010.895,0,0
co2_conventional,72.60000000000001,64.98949999999999,95.5185,126.0,70.35000000000001,21.6,36.9,12.100000000000001,495.0,238.70000000000002,6656964.84798409,1391538.94712769,0.0,4179662393922.6206,0
co2_conventional,66.0,61.568999999999996,81.873,108.0,73.7,21.6,45.1,10.45,522.5,217.0,6832998.37852735,1219494.28126843,0.0,4208176518242.3677,0
cost_conventional,62.699999999999996,61.568999999999996,86.4215,120.0,70.35000000000001,25.200000000000003,45.1,12.100000000000001,550.0,206.14999999999998,1292319.83410616,6081111.18180293,9939701351769.162,0,0
cost_conventional,69.3,64.98949999999999,81.873,120.0,70.35000000000001,25.200000000000003,45.1,10.45,577.5,217.0,2036654.48971025,5566832.20668915,10644911230531.816,0,0
co2_conventional,62.699999999999996,61.568999999999996,86.4215,120.0,70.35000000000001,25.200000000000003,45.1,12.100000000000001,550.0,206.14999999999998,6790771.68854922,1260764.12767332,0.0,4678764113941.5205,0
co2_conventional,69.3,64.98949999999999,81.873,120.0,70.35000000000001,25.200000000000003,45.1,10.45,577.5,217.0,6800928.9421897,1250837.03421998,0.0,4672860064652.614,0
cost_conventional,59.4,68.41,100.06700000000001,132.0,73.7,26.400000000000002,38.949999999999996,10.45,522.5,206.14999999999998,876483.597821801,2825579.9811863,9921660260737.666,0,0
cost_conventional,59.4,71.8305,90.97,132.0,67.0,21.6,41.0,11.55,550.0,206.14999999999998,1634371.46597061,1963997.06327457,9860544030656.955,0,0
co2_conventional,59.4,68.41,100.06700000000001,132.0,73.7,26.400000000000002,38.949999999999996,10.45,522.5,206.14999999999998,6781260.27148452,1270060.01900547,0.0,4589481536050.933,0
co2_conventional,59.4,71.8305,90.97,132.0,67.0,21.6,41.0,11.55,550.0,206.14999999999998,6686105.62925745,1363058.48683368,0.0,4308465895343.95,0
cost_conventional,72.60000000000001,71.8305,90.97,120.0,60.300000000000004,22.799999999999997,45.1,10.45,522.5,206.14999999999998,1429794.1595012,5986126.81605249,11260484333938.396,0,0
cost_conventional,66.0,61.568999999999996,95.5185,120.0,70.35000000000001,24,41.0,12.100000000000001,605.0,217.0,32709.3643550685,6878199.15089974,10316021993376.121,0,0
co2_conventional,72.60000000000001,71.8305,90.97,120.0,60.300000000000004,22.799999999999997,45.1,10.45,522.5,206.14999999999998,6853030.5569276,1199916.02575843,0.0,4308335154162.243,0
co2_conventional,66.0,61.568999999999996,95.5185,120.0,70.35000000000001,24,41.0,12.100000000000001,605.0,217.0,6640194.63301334,1407929.15427816,0.0,4699137812940.999,0
cost_conventional,59.4,75.251,81.873,114.0,67.0,21.6,41,12.100000000000001,522.5,238.70000000000002,1872722.88528628,1401752.92231471,9637117686475.65,0,0
cost_conventional,72.60000000000001,75.251,95.5185,126.0,73.7,25.200000000000003,45.1,11.55,550.0,206.14999999999998,1411894.58701526,3566395.53126232,11459427773754.873,0,0
co2_conventional,59.4,75.251,81.873,114.0,67.0,21.6,41,12.100000000000001,522.5,238.70000000000002,6693882.8608523,1355457.48487163,0.0,4278610761637.712,0
co2_conventional,72.60000000000001,75.251,95.5185,126.0,73.7,25.200000000000003,45.1,11.55,550.0,206.14999999999998,6808288.83856992,1243643.91078727,0.0,4650397903647.211,0
cost_conventional,66.0,61.568999999999996,81.873,132.0,73.7,21.6,36.9,10.45,577.5,195.3,2135713.43656829,5498389.9632944,10291238022347.035,0,0
cost_conventional,69.3,68.41,95.5185,120.0,67.0,21.6,43.050000000000004,11.55,577.5,238.70000000000002,32709.3643550737,6878199.15089974,10868410712105.322,0,0
co2_conventional,66.0,61.568999999999996,81.873,132.0,73.7,21.6,36.9,10.45,577.5,195.3,6622483.02460668,1425239.42318403,0.0,4294209491242.322,0
co2_conventional,69.3,68.41,95.5185,120.0,67.0,21.6,43.050000000000004,11.55,577.5,238.70000000000002,6686105.62925746,1363058.48683366,0.0,4409696831319.231,0
cost_conventional,72.60000000000001,61.568999999999996,95.5185,114.0,67.0,26.400000000000002,43.050000000000004,9.9,605.0,217.0,32709.3643550706,6878199.15089974,10916892220992.018,0,0
cost_conventional,62.699999999999996,71.8305,86.4215,108.0,70.35000000000001,21.6,43.050000000000004,9.9,495.0,195.3,1298447.23610977,2044599.19669853,10018997793540.77,0,0
co2_conventional,72.60000000000001,61.568999999999996,95.5185,114.0,67.0,26.400000000000002,43.050000000000004,9.9,605.0,217.0,6759164.2193497,1291655.38151744,0.0,4811945058577.626,0
co2_conventional,62.699999999999996,71.8305,86.4215,108.0,70.35000000000001,21.6,43.050000000000004,9.9,495.0,195.3,6857136.83249733,1195902.79710739,0.0,4083372594195.5024,0
cost_conventional,69.3,64.98949999999999,95.5185,114.0,67.0,21.6,36.9,11.0,522.5,238.70000000000002,32709.3643550706,6878199.15089974,10687667937854.732,0,0
cost_conventional,72.60000000000001,64.98949999999999,86.4215,108.0,70.35000000000001,22.799999999999997,36.9,12.100000000000001,495.0,195.3,793488.671261001,6425765.80355316,10951804392207.066,0,0
co2_conventional,69.3,64.98949999999999,95.5185,114.0,67.0,21.6,36.9,11.0,522.5,238.70000000000002,6661709.40285195,1386901.90238757,0.0,4196910188700.059,0
co2_conventional,72.60000000000001,64.98949999999999,86.4215,108.0,70.35000000000001,22.799999999999997,36.9,12.100000000000001,495.0,195.3,6677292.1983948,1371672.20811256,0.0,4265324032730.347,0
cost_conventional,72.60000000000001,75.251,81.873,120.0,73.7,22.799999999999997,36.9,11.55,577.5,238.70000000000002,2719620.79134426,2681556.50206257,11216909725510.18,0,0
cost_conventional,59.4,71.8305,86.4215,126.0,73.7,25.200000000000003,36.9,11.0,522.5,217.0,1790550.04667067,1830489.15047655,9766704251165.967,0,0
co2_conventional,72.60000000000001,75.251,81.873,120.0,73.7,22.799999999999997,36.9,11.55,577.5,238.70000000000002,6599092.63982273,1448099.78917257,0.0,4475891228685.781,0
co2_conventional,59.4,71.8305,86.4215,126.0,73.7,25.200000000000003,36.9,11.0,522.5,217.0,6707359.5672444,1342286.15642666,0.0,4504605998359.397,0
cost_conventional,62.699999999999996,61.568999999999996,81.873,114.0,60.300000000000004,26.400000000000002,36.9,11.55,605.0,217.0,1503660.35789817,5935090.8572655,9836432204740.219,0,0
cost_conventional,66.0,71.8305,95.5185,120.0,67.0,25.200000000000003,45.1,11.55,605.0,227.85000000000002,897900.644937561,2929954.40434087,10589565194665.025,0,0
co2_conventional,62.699999999999996,61.568999999999996,81.873,114.0,60.300000000000004,26.400000000000002,36.9,11.55,605.0,217.0,6622452.43793382,1425269.31677246,0.0,4856968937143.079,0
co2_conventional,66.0,71.8305,95.5185,120.0,67.0,25.200000000000003,45.1,11.55,605.0,227.85000000000002,6727448.66964747,1322652.26679392,0.0,4808106719616.098,0
cost_conventional,62.699999999999996,68.41,90.97,114.0,70.35000000000001,25.200000000000003,43.050000000000004,11.0,605.0,217.0,887399.663071693,2940547.44783764,10072359746708.588,0,0
cost_conventional,62.699999999999996,75.251,95.5185,108.0,60.300000000000004,21.6,45.1,9.9,577.5,217.0,32709.3643550685,2696175.72173978,10088203651186.182,0,0
co2_conventional,62.699999999999996,68.41,90.97,114.0,70.35000000000001,25.200000000000003,43.050000000000004,11.0,605.0,217.0,6712085.09980706,1337667.70295225,0.0,4762367467156.414,0
co2_conventional,62.699999999999996,75.251,95.5185,108.0,60.300000000000004,21.6,45.1,9.9,577.5,217.0,6766155.57094688,1284822.45175838,0.0,4327912551252.6157,0
cost_conventional,66.0,61.568999999999996,86.4215,126.0,63.65,21.6,45.1,11.55,522.5,227.85000000000002,1572670.25685337,5887410.23425516,10308725176881.262,0,0
cost_conventional,69.3,75.251,90.97,120.0,70.35000000000001,22.799999999999997,41,11.55,550.0,238.70000000000002,1571149.3105101,2324612.31378072,10978519283087.963,0,0
co2_conventional,66.0,61.568999999999996,86.4215,126.0,63.65,21.6,45.1,11.55,522.5,227.85000000000002,6793746.75188862,1257856.47833767,0.0,4270166476587.339,0
co2_conventional,69.3,75.251,90.97,120.0,70.35000000000001,22.799999999999997,41,11.55,550.0,238.70000000000002,6693830.98429397,1355508.18592339,0.0,4429691408273.248,0
cost_conventional,69.3,61.568999999999996,95.5185,132.0,73.7,21.6,41.0,9.9,605.0,238.70000000000002,930857.395133833,6330854.40047108,10791104543276.08,0,0
co2_conventional,69.3,61.568999999999996,95.5185,132.0,73.7,21.6,41.0,9.9,605.0,238.70000000000002,6667956.16341324,1380796.69146467,0.0,4386082815525.226,0
cost_conventional,62.699999999999996,61.568999999999996,100.06700000000001,132.0,60.300000000000004,24.0,41,11.0,495.0,217.0,32709.3643550737,6878199.15089974,10106929237925.104,0,0
co2_conventional,62.699999999999996,61.568999999999996,100.06700000000001,132.0,60.300000000000004,24.0,41,11.0,495.0,217.0,6810957.7964443,1241035.43066265,0.0,4349836208078.2056,0
cost_conventional,69.3,71.8305,100.06700000000001,126.0,63.65,21.6,43.050000000000004,11.55,495.0,206.14999999999998,32709.3643550685,5635372.50020752,11041347216809.857,0,0
co2_conventional,69.3,71.8305,100.06700000000001,126.0,63.65,21.6,43.050000000000004,11.55,495.0,206.14999999999998,6798336.70102613,1253370.53601045,0.0,4173988982116.2065,0
cost_conventional,59.4,71.8305,90.97,126.0,73.7,24.0,41,11.0,495.0,206.14999999999998,1505053.61476518,1989838.79024503,9823651904224.996,0,0
cost_conventional,72.60000000000001,61.568999999999996,90.97,126.0,67.0,21.6,45.1,12.100000000000001,550.0,206.14999999999998,1223031.80534864,6128983.97147997,11030260929282.535,0,0
co2_conventional,59.4,71.8305,90.97,126.0,73.7,24.0,41,11.0,495.0,206.14999999999998,6813951.69962197,1238109.36839356,0.0,4344700639636.771,0
co2_conventional,72.60000000000001,61.568999999999996,90.97,126.0,67.0,21.6,45.1,12.100000000000001,550.0,206.14999999999998,6735114.46167588,1315160.17921263,0.0,4361847220278.692,0
cost_conventional,59.4,68.41,81.873,132.0,60.300000000000004,22.799999999999997,38.949999999999996,12.100000000000001,550.0,217.0,2110440.13295116,2019926.03316256,9693086179693.701,0,0
cost_conventional,66.0,64.98949999999999,90.97,108.0,67.0,22.799999999999997,43.050000000000004,11.0,550.0,238.70000000000002,32709.3643550685,6878199.15089974,10275737767984.959,0,0
co2_conventional,59.4,68.41,81.873,132.0,60.300000000000004,22.799999999999997,38.949999999999996,12.100000000000001,550.0,217.0,6649661.99021651,1398676.32442487,0.0,4434323537621.011,0
co2_conventional,66.0,64.98949999999999,90.97,108.0,67.0,22.799999999999997,43.050000000000004,11.0,550.0,238.70000000000002,6743043.89324959,1307410.42607558,0.0,4414270709368.996,0
cost_conventional,72.60000000000001,75.251,100.06700000000001,114.0,63.65,26.400000000000002,36.9,11.0,495.0,227.85000000000002,32709.3643550685,4799876.57485603,11338270551281.9,0,0
cost_conventional,59.4,61.568999999999996,81.873,120.0,70.35000000000001,24,36.9,11.0,577.5,217.0,1713616.46884504,3948023.34873084,9546136693037.14,0,0
co2_conventional,72.60000000000001,75.251,100.06700000000001,114.0,63.65,26.400000000000002,36.9,11.0,495.0,227.85000000000002,6760842.23830728,1290015.38594403,0.0,4542069382597.365,0
co2_conventional,59.4,61.568999999999996,81.873,120.0,70.35000000000001,24,36.9,11.0,577.5,217.0,6633508.1729347,1414464.10126502,0.0,4544379799906.061,0
cost_conventional,66.0,75.251,90.97,126.0,63.65,25.200000000000003,41,12.100000000000001,605.0,238.70000000000002,1677542.47255548,2017102.11930597,10623427283447.799,0,0
cost_conventional,72.60000000000001,71.8305,90.97,132.0,63.65,22.799999999999997,38.949999999999996,12.100000000000001,605.0,217.0,1865795.14487522,5684883.09695579,11342569840650.566,0,0
co2_conventional,66.0,75.251,90.97,126.0,63.65,25.200000000000003,41,12.100000000000001,605.0,238.70000000000002,6656964.84798406,1391538.94712772,0.0,4815406015087.009,0
co2_conventional,72.60000000000001,71.8305,90.97,132.0,63.65,22.799999999999997,38.949999999999996,12.100000000000001,605.0,217.0,6595352.70707981,1451754.97621055,0.0,4579389417461.632,0
cost_conventional,69.3,75.251,81.873,108.0,60.300000000000004,25.200000000000003,45.1,10.45,522.5,217.0,2069402.68772219,1835377.06696242,10754601978115.457,0,0
cost_conventional,62.699999999999996,71.8305,95.5185,114.0,60.300000000000004,26.400000000000002,45.1,12.100000000000001,495.0,195.3,32709.3643550685,3195346.42515574,10122537184676.438,0,0
co2_conventional,69.3,75.251,81.873,108.0,60.300000000000004,25.200000000000003,45.1,10.45,522.5,217.0,6882961.01159828,1170663.78581902,0.0,4523891474451.923,0
co2_conventional,62.699999999999996,71.8305,95.5185,114.0,60.300000000000004,26.400000000000002,45.1,12.100000000000001,495.0,195.3,6896838.59337842,1157100.66569679,0.0,4629915031106.614,0
cost_conventional,66.0,61.568999999999996,95.5185,120.0,63.65,24,38.949999999999996,12.100000000000001,577.5,195.3,32709.3643550706,6878199.15089974,10306362940184.207,0,0
cost_conventional,62.699999999999996,71.8305,100.06700000000001,120.0,73.7,24.0,43.050000000000004,12.100000000000001,522.5,238.70000000000002,32709.3643550685,3375072.26409691,10222068010058.158,0,0
co2_conventional,66.0,61.568999999999996,95.5185,120.0,63.65,24,38.949999999999996,12.100000000000001,577.5,195.3,6636630.69940468,1411412.33026715,0.0,4602974850775.511,0
co2_conventional,62.699999999999996,71.8305,100.06700000000001,120.0,73.7,24.0,43.050000000000004,12.100000000000001,522.5,238.70000000000002,6767895.77485462,1283121.68032631,0.0,4502662126447.144,0
cost_conventional,59.4,68.41,81.873,114.0,60.300000000000004,26.400000000000002,36.9,9.9,495.0,227.85000000000002,1716418.85715267,1933170.61267055,9576834098214.05,0,0
cost_conventional,59.4,64.98949999999999,81.873,114.0,70.35000000000001,25.200000000000003,45.1,9.9,550.0,195.3,1648712.03142069,2461578.72462907,9553930722306.332,0,0
co2_conventional,59.4,68.41,81.873,114.0,60.300000000000004,26.400000000000002,36.9,9.9,495.0,227.85000000000002,6802639.3745718,1249165.3597001,0.0,4485488251690.642,0
co2_conventional,59.4,64.98949999999999,81.873,114.0,70.35000000000001,25.200000000000003,45.1,9.9,550.0,195.3,6859113.17330518,1193971.23956343,0.0,4559700559082.2705,0
cost_conventional,66.0,61.568999999999996,86.4215,120.0,60.300000000000004,21.6,43.050000000000004,10.45,522.5,195.3,1325855.77391,6057940.38272492,10260587087020.057,0,0
cost_conventional,59.4,71.8305,86.4215,120.0,70.35000000000001,26.400000000000002,38.949999999999996,12.100000000000001,550.0,195.3,1644868.32279211,1823946.55151985,9719849623376.701,0,0
co2_conventional,66.0,61.568999999999996,86.4215,120.0,60.300000000000004,21.6,43.050000000000004,10.45,522.5,195.3,6793746.75188865,1257856.47833763,0.0,4186175258789.047,0
co2_conventional,59.4,71.8305,86.4215,120.0,70.35000000000001,26.400000000000002,38.949999999999996,12.100000000000001,550.0,195.3,6693882.8608523,1355457.48487162,0.0,4742125523272.086,0
cost_conventional,69.3,71.8305,90.97,108.0,73.7,22.799999999999997,43.050000000000004,9.9,605.0,227.85000000000002,32709.3643550685,4796462.92952385,10833885489036.564,0,0
cost_conventional,59.4,75.251,86.4215,132.0,60.300000000000004,24,43.050000000000004,9.9,577.5,217.0,1934465.24663436,1596604.68565183,9818981796206.805,0,0
